grp,tag,status,err,n,nfail,failed,delay,delay_sd,delay_max,tclk_wlen,tclk_dec,trestore,tprch,twldrv,twdrv,tsa,tswing,pavg_uW,wl_slew,rwl_minus_wl,sen_minus_wl,bl_at_sen,dv_at_sen,dv_at_sen_min,rbl_at_sen,bl_at_acc0,blb_at_acc0,bl_at_next,blb_at_next,blb_min_acc,blb_min_acc_max,q_flip,q_flip_max,twdrv_wave,out_end,t
A_wd,16x16_w_SF_wd1.0_mc10,ok,,10,0,,214.09945999999994,22.50721826295733,247.365,259.55291,394.59056,455.16736000000003,,45.975291,82.11469800000002,,,92.835363,28.183645353560202,,,,,,,0.8997774282,0.8998620699,0.8997789619999998,0.8998374796,0.0005355510094,0.000847619124,141.63284505056956,169.92085592842292,82.08179238293937,,2645.1093180179596
A_wd,16x16_w_SF_wd1.5,ok,,1,0,,189.2927,0.0,189.2927,269.48359999999997,411.1037,475.1167,,48.15531,65.90361,,,89.81574,30.52698538875463,,,,,,,0.899825918,0.899887857,0.899823752,0.899855826,0.000371314907,0.000371314907,115.55331792092659,115.55331792092659,65.83922505879849,,245.3029763698578
A_wd,16x16_w_SF_wd2.0,ok,,1,0,,173.17909999999998,0.0,173.17909999999998,269.4835,411.1037,476.42730000000006,,48.10102,55.04029,,,92.49934999999999,30.723840035184352,,,,,,,0.899820335,0.899881941,0.899815867,0.89984023,0.000327920574,0.000327920574,100.90328197259876,100.90328197259876,55.0404712073955,,250.82809710502625
A_wd,256x8_w_SF_wd16.0,ok,,1,0,,210.20600000000002,0.0,210.20600000000002,273.055,471.8218,523.3125,,42.414910000000006,51.94456,,,243.9649,26.308251752323756,,,,,,,0.899859811,0.899919842,0.899855822,0.899901106,0.000762807939,0.000762807939,144.12943588693415,144.12943588693415,51.94456473510833,,1513.941555261612
A_wd,256x8_w_SF_wd4.0,ok,,1,0,,313.4445,0.0,313.4445,273.0553,471.8209,520.3149000000001,,42.43347,137.5305,,,207.4332,26.46306759397867,,,,,,,0.899867982,0.899928574,0.89986715,0.899923699,0.00226824341,0.00226824341,239.0850173469621,239.0850173469621,137.53052630053037,,1440.0198011398315
A_wd,256x8_w_SF_wd8.0,ok,,1,0,,246.6571,0.0,246.6571,273.05490000000003,471.8218,521.9162,,42.406940000000006,80.13004,,,219.31380000000001,26.30570379029993,,,,,,,0.899865261,0.899925655,0.899863371,0.899916164,0.00132185045,0.00132185045,179.12162879165925,179.12162879165925,80.13004431747498,,1462.8138659000397
A_wd,64x16_w_SF_wd1.0,ok,,1,0,,365.8418,0.0,365.8418,271.5466,435.84929999999997,493.4461,,47.02363,165.0916,,,144.6397,30.38566126587465,,,,,,,0.899862489,0.899923512,0.899862342,0.899917874,0.00154445484,0.00154445484,288.767036528321,288.767036528321,165.09157818774312,,743.8105232715607
A_wd,64x16_w_SF_wd2.0,ok,,1,0,,244.9887,0.0,244.9887,271.5456,435.9005,494.30060000000003,,46.95946,95.25508,,,144.869,30.789507127528616,,,,,,,0.899859768,0.899920631,0.899858546,0.899910309,0.00103908285,0.00103908285,170.27873578387337,170.27873578387337,95.22676067227815,,700.1525881290436
A_wd,64x16_w_SF_wd4.0,ok,,1,0,,210.5636,0.0,210.5636,271.54470000000003,435.99830000000003,495.04120000000006,,46.86486,57.60807,,,156.5302,30.029415321784143,,,,,,,0.899854299,0.899914785,0.899850949,0.899895166,0.000675527211,0.000675527211,138.4880698722683,138.4880698722683,57.608621136983146,,772.9401137828827
A_wd,64x16_w_SF_wd8.0,ok,,1,0,,188.94230000000002,0.0,188.94230000000002,271.5446,435.9998,497.21930000000003,,46.875150000000005,39.7683,,,180.8345,30.323482138556514,,,,,,,0.899843362,0.899903061,0.899835779,0.899864906,0.000430867795,0.000430867795,119.5978679790374,119.5978679790374,39.768798663327196,,737.3710141181946
